Filename,Output Written,Time Taken for Disambiguation,Compilable
4260650.java,True,1.3168139457702637,True
5258165.java,True,1.065835952758789,True
14638788.java,True,1.2159533500671387,True
13766979.java,True,1.216115951538086,True
17551461.java,True,1.015620470046997,True
13555352.java,True,1.2158820629119873,True
18628318.java,True,1.2165324687957764,True
22197335.java,True,0.9655346870422363,True
12915753.java,True,1.2659471035003662,True
16951197.java,True,1.7168917655944824,True
17956015.java,True,1.1157236099243164,True
2440999.java,True,1.266099214553833,True
4593012.java,True,1.2160944938659668,True
17373549.java,True,0.9652631282806396,True
111060.java,True,7.330202579498291,True
11840277.java,True,1.1176986694335938,True
2057786.java,True,1.4163625240325928,True
20375440.java,True,1.0157861709594727,True
1162514.java,True,1.2159185409545898,True
18675577.java,True,1.4664199352264404,True
13595251.java,True,1.2661056518554688,True
789253.java,True,0.9655816555023193,True
30237.java,True,1.0157325267791748,True
21946945.java,True,1.6674237251281738,True
142977.java,True,1.065622329711914,True
20789642.java,True,1.366337537765503,True
23452538.java,True,1.3161354064941406,True
11825739.java,True,1.0157554149627686,True
940862.java,True,0.6650242805480957,True
17729553.java,True,1.2158775329589844,True
8917665.java,True,0.9655563831329346,True
19295911.java,True,1.3162672519683838,True
5872038.java,True,1.1159818172454834,True
19483244.java,True,0.9654333591461182,True
10158740.java,True,1.165923833847046,True
20291848.java,True,1.318807601928711,True
22231008.java,True,0.8653604984283447,True
13955716.java,True,1.015655279159546,True
11081583.java,True,1.115830659866333,True
2105429.java,True,1.0656051635742188,True
5746450.java,True,1.0156605243682861,True
7993946.java,True,0.9656121730804443,True
4381118.java,True,1.8170287609100342,True
16324555.java,True,1.165926218032837,True
16142024.java,True,1.1658525466918945,True
2066343.java,True,1.0658037662506104,True
2168322.java,True,1.0657696723937988,True
15376869.java,True,0.8653864860534668,True
2306483.java,True,0.9656872749328613,True
17984312.java,True,0.965625524520874,True
20250217.java,True,1.3661940097808838,True
662799.java,True,2.3180220127105713,True
396354.java,True,1.616673231124878,True
8344457.java,True,1.0654528141021729,True
21010945.java,True,1.8671414852142334,True
5471672.java,True,1.216071367263794,True
7380001.java,True,1.3662347793579102,True
7119938.java,True,1.1659629344940186,True
20514481.java,True,1.316849708557129,True
11312022.java,True,1.0155489444732666,True
15034107.java,True,0.9154365062713623,True
5565900.java,True,1.2660539150238037,True
9980609.java,True,3.4708096981048584,True
9727056.java,True,1.0156817436218262,True
302936.java,True,1.7669355869293213,True
9552054.java,True,1.3183934688568115,True
9261775.java,True,1.8174147605895996,True
19169483.java,True,1.2661442756652832,True
1008326.java,True,1.9183506965637207,True
17673488.java,True,1.2661967277526855,True
4247524.java,True,1.1659765243530273,True
20953665.java,True,1.4664115905761719,True
5689276.java,True,6.325970649719238,True
20676444.java,True,1.0155351161956787,True
3992343.java,True,1.366194486618042,True
744014.java,True,1.0156383514404297,True
20239268.java,True,1.566652536392212,True
17557352.java,True,1.7674896717071533,True
465616.java,True,0.9656586647033691,True
11092394.java,True,1.065603494644165,True
6147388.java,True,1.2661406993865967,True
13339653.java,True,1.366297721862793,True
7103223.java,True,1.0659034252166748,True
934048.java,True,2.268301010131836,True
13821141.java,True,1.3662152290344238,True
22739188.java,True,1.3170528411865234,True
22991275.java,True,1.1659314632415771,True
23031483.java,True,1.2665278911590576,True
20660203.java,True,0.9154207706451416,True
22977189.java,True,1.1657721996307373,True
16678308.java,True,0.9657166004180908,True
18600188.java,True,0.9654314517974854,True
17519757.java,True,1.6669511795043945,True
12469141.java,True,1.3162355422973633,True
115129.java,True,0.8654313087463379,True
17874921.java,True,2.5183537006378174,True
8254921.java,True,1.0656306743621826,True
8167130.java,True,0.9654428958892822,True
12731597.java,True,1.6667063236236572,True
19338729.java,True,1.9173853397369385,True
14227490.java,True,1.4163687229156494,True
521113.java,True,0.8656182289123535,True
15612870.java,True,0.965440034866333,True
22301096.java,True,1.0155704021453857,True
18616801.java,True,1.0656025409698486,True
